id;type;name;other;in;right-of;left-of;between/corner;near-to;in-front-of;behind;d1.id;d1.type;d1.name;d1.other;d2.id;d2.type;d2.name;d2.other;d3.id;d3.type;d3.name;d3.other;d4.id;d4.type;d4.name;d4.other;;id;type;name;other;in;right-of;left-of;between/corner;near-to;in-front-of;behind;d1.id;d1.type;d1.name;d1.other;d2.id;d2.type;d2.name;d2.other;d3.id;d3.type;d3.name;d3.other;d4.id;d4.type;d4.name;d4.other
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug4;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug4;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;[d1,d2];;;;str11;street;rua do ouro;;str12;street;;;;;;;;;;;/;drug4;drugstore;;;d1;;d1,d2;;;;;str11;street;rua do ouro;;str12;street;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug4;drugstore;cortez;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;drugstore;farmacia do Seu Chico;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str12;street;rua da vitoria;;;;;;;;;;/;drug4;drugstore;cortez;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;str12;street;rua da vitoria;;;;;;;;;;/;drug4;drugstore;cortez;;;;;;d1;;;str12;street;rua da vitoria;;;;;;;;;;;;;
drug3;drugstore;;NOT d2;d1;;;;;;;str11;street;rua do ouro;;drug2;;internacional;;;;;;;;;;/;drug4;drugstore;;NOT d2;d1;;;;;;;str11;street;rua do ouro;;drug2;;internacional;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;cortez;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;NOT d2;d1;;;;;;;str11;street;rua do ouro;;drug2;drugstore;internacional;;;;;;;;;;/;drug4;drugstore;;NOT d2;d1;;;;;;;str11;street;rua do ouro;;drug2;drugstore;internacional;;;;;;;;;
drug3;;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug4;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;cortez;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;chur3;church;;;;;;;;;;;/;drug4;drugstore;cortez;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;d1;;;;;;;d1;zone;centro;;;;;;;;;;;;;;/;rest5;restaurant;;;d1;;;;;;;d1;zone;norte;;;;;;;;;;;;;
rest4;;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;d1;;;sub1;;baixa chiado;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;
rest4;restaurant;;;;;;;d1;;;park1;park;parque chiado;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;park1;park;parque chiado;;;;;;;;;;;;;
rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;;/;rest4;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str8;;largo do carmo;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;[d1,d2];;;;str10;street;rua nova da alamada;;str9;rua;rua ivens;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;;;d1;zone;central;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;d2;;;sub1;;baixa/chiado;;park1;park;parque chiado;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;d2;;;sub1;;baixa/chiado;;park1;park;parque chiado;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;d1,d2;;;str8;;largo do carmo;;park1;park;parque chiado;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;d2;;d1;quarter;;;sub1;;baixa/chiado;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;d2;;;park1;park;parque chiado;;str8;;largo do carmo;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest5;restaurant;taberna do chiado;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;;/;rest4;restaurant;o sacramento;;;;;;d1;;;str8;;largo do carmo;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;;;;;str7;street;rua capelo;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;kaffeehaus;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;;;;;;[d1,d2];;;;str6;street;rua anchieta;corner;str7;street;rua capelo;corner;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;;d2;;;str6;street;anchieta;;chur1;church;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;kaffeehaus;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;;;;[d1,d2];;;;str6;street;rua anchieta;;str7;street;rua capelo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;;;;;str6;street;anchieta;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;;;;;str6;street;anchieta;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;kaffeehaus;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;;;;;;[d1,d2];;;;str6;street;rua anchieta;corner;str7;street;rua capelo;corner;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;cafe;kaffeehaus;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;;;;;str7;street;capelo;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;kaffeehaus;;d2;;;;d1;;;chur1;church;;;str6;street;anchieta;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;;d2;;;str6;street;anchieta;;str7;street;capelo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;;kaffeehaus;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffehus;;;;;[d1,d2];;;;str6;street;rua anchieta;;str7;street;rua capelo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest3;restaurant;kaffeehaus;;d1;;;d2;;;;str6;street;rua anchieta;;str7;street;rua capelo;corner;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;d2;;;str3;street;rua garret;;str2;;rua serpa pinto;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;;;;str3;street;rua garret;end;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;bar;;;d1;;;;;;;str2;;rua serpa pinto;beginning;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;d2;;;str3;street;rua garret;;chur1;church;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;;;;str2;street;rua serpa pinto;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;;;;[d1,d2];;;;str3;street;rua garret;end;str2;street;rua serpa pinto;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;;;;str3;street;rua garret;end;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;d2;;;str3;street;rua garret;end;str2;street;rua serpa pinto;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;d2;;;str3;street;rua garret;;str2;street;rua serpa pinto;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;;;;;d1,d2;;;str2;street;rua serpa pinto;;drug1;drugstore;durao;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;;;;;d1;;;chur1;church;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;d2;;;str3;street;rua garret;end;chur1;church;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;d2;;;str3;street;rua garret;;str2;street;rua serpa pinto;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d1;;;;;;;str2;street;rua serpa pinto;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;;;;[d1,d2];;;;str3;street;rua garret;;str2;street;rua serpa pinto;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
cafe1;cafe;;;d2;;;;d1;;;str2;street;rua serpa pinto;;str3;street;rua garret;end;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;cemitery;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;d1;;;chur2;church;;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;chur2;church;;;;;;;;;;;;;;
rest4;church;;;d1;;;;;;;str16;street;calcada do sacramento;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;d1;;;pub2;bar;;;;;;;;;;;;;;;/;rest5;;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;d1;;;chur2;church;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;d2;;;str16;;calcada do sacramento;;str8;;largo do carmo;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;str8;;largo do carmo;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;bar ;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;d2;;;str16;;calcada do sacramento;;chur2;church;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;street;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
rest5;;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;street;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;d2;;;str16;street;calcada do sacramento;;pub2;bar;;;;;;;;;;;/;rest5;;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
chur3;cemitery;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str11;;ouro;;str14;;crucifixo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;;d1;;;str11;street;principal;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;street;crucifixo;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;d1;;;;;;;str11;street;rua do ouro;corner;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;d1;;;;;;;str15;street;rua da assuncao;corner;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str14;street;rua do crucifixo;;str11;street;rua do ouro;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;d1;;;;;;;str11;street;rua do ouro;corner;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str14;street;rua do crucifixo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;cemitery;;;;;;;d1;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str14;street;rua do crucifixo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;;d1;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;d1;;;;;;;str11;street;rua do ouro;corner;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str14;street;rua do crucifixo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;;d1;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str14;street;rua do crucifixo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str14;street;rua do crucifixo;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;d1;;;;;;;str17;street;rua da trindade;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;;;d1;;;;;;;str17;;rua da trindade;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;d1;;;;;;;str17;street;rua da trindade;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;;carioca da trindade;;;;;[d1,d2];;;;str17;street;rua da trindade;corner;str18;;largo rafael bordado pinheiro;corner;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;;;d1;;;;;;;str17;street;rua da trindade;end;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;d1;;;;;;;str17;street;rua da trindade;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;d1;;;;;;;str17;street;rua da trindade;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;;;d1;;;;;;;str17;street;rua da trindade;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;d1;;;;;;;d1;zone;northwest;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;;;;str18;street;largo rafael bordado pinheiro;end;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
pub1;pub;carioca da trindade;;;;;;d1;;;rest1;restaurant;aqui ha peixe;;;;;;;;;;;;;;/;;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;cemitery;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;cemitery;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;sub1;zone;baixa/chiado;;;;;;;;;;;;;;/;chur3;church;;;d1;;;;;;;sub1;zone;baixa/chiado;;;;;;;;;;;;;
chur2;church;;;;;;;;;;;;;;;;;;;;;;;;;;/;chur3;church;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;;;;;;;;;;;;;;;;;;;;;;;;;;;/;chur3;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;;;;;;;;;;;;;;;;;;;;;;;;/;chur3;church;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;;/;chur3;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;;;;;;;;;;;;;;;;;;;;;;;;/;chur3;church;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;str19;street;almirante pessanha;;;;;;;;;;;;;;/;chur3;church;;;;;;[d1,d2];;;;str15;street;rua da assuncao;;str11;street;rua do ouro;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;church;;;d1;;;;;;;str11;street;rua do ouro;corner;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str14;street;rua do crucifixo;;;;;;;;;
chur2;cemitery;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;cemitery;;;;;;;d1;;;str11;street;rua do ouro;;;;;;;;;;;;;
chur3;church;;;;;;;d1;;;str14;street;rua do crucifixo;;;;;;;;;;;;;;/;chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;
chur2;;;;;;;;;;;;;;;;;;;;;;;;;;;/;chur3;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;neig1;;chiado;;;;;;;;;;;;;;/;chur3;church;;;d1;;;;;;;neig1;;chiado;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;church;;;;;;;d1;;;str11;street;rua do ouro;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;church;;;;;;[d1,d2];;;;str11;street;rua do ouro;corner;str12;street;rua da vitoria;corner;;;;;;;;
chur2;church;;;;;;;;;;str16;street;calcada do sacramento;;;;;;;;;;;;;;/;chur3;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;;;;;;;;;;;;;;;;;;;;;;;;;;;/;chur3;;;;;;;;;;;;;;;;;;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;church;;;d1;;;;d2;;;str12;street;rua da vitoria;;str14;street;rua do crucifixo;;;;;;;;;
chur2;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;chur3;church;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;;;;;;;;;;;;;;;;;;;;;;;;;;
rest1;;carioca da trindade;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;drugstore;durao;;;;;;;;;;;;;;;;;;;;;;;;
